condition,tau,n_folds,mean_retrieval_entropy_bits_mean,mean_retrieval_entropy_bits_std,mean_top5_probability_mass_mean,mean_top5_probability_mass_std,mean_top10_probability_mass_mean,mean_top10_probability_mass_std,mean_positive_probability_mean,mean_positive_probability_std,mean_free_energy_mean,mean_free_energy_std
Fine-Tuned E5,0.0927042326429728,5,8.782391876061098,0.1434802546944395,0.1661611875405277,0.0207122075406823,0.2258998369421783,0.0234573261195862,0.0428176886344628,0.0077772600536542,-0.7803135092600394,0.0044878078244577
Fine-Tuned E5,0.1001031685152564,5,9.107538060432798,0.1101885369070134,0.1345568312559696,0.0165182044272728,0.1870996443947111,0.0191018998127282,0.0336926058945006,0.0059617425919086,-0.8262226807375072,0.0049243066526322
Fine-Tuned E5,0.108092630305089,5,9.379208118639877,0.0826386697389014,0.1087532173581301,0.0129259271191028,0.154654265535724,0.0152498746408671,0.0264886998440302,0.004496546488074,-0.8774444341049433,0.0053088313563053
Fine-Tuned E5,0.1167197492304344,5,9.603133531231034,0.0609445310431261,0.0880320533364403,0.0099892407640317,0.1279780773843132,0.0120122975301677,0.020893498613275,0.0033612093244948,-0.9342310282872236,0.0056295039184447
Fine-Tuned E5,0.1260354181590685,5,9.78615181182035,0.0444901939997525,0.0715734610450276,0.0076687352491733,0.1062968811646839,0.0093901445311771,0.0165895030884785,0.0025058399820659,-0.9968582784455478,0.0058877003436053
Fine-Tuned E5,0.136094591834415,5,9.93510565690134,0.0323427323999578,0.058577037225049,0.0058769351205174,0.0887929960160606,0.0073197824053914,0.0132912959648074,0.0018723809245986,-1.065635932095994,0.0060908391862253
Fine-Tuned E5,0.1469566110630891,5,10.056204571926903,0.0235389128649211,0.0483316450316163,0.0045127760608571,0.0746995627320381,0.005711188991088,0.0107617176208728,0.0014072014619753,-1.1409145285921218,0.0062482009370137
Fine-Tuned E5,0.1586855527765864,5,10.15476138088435,0.0172329532635639,0.0402424832946874,0.0034816165109212,0.0633474908411091,0.0044724215178144,0.0088134657200848,0.0010662502548713,-1.2230897177902602,0.0063688040619705
Fine-Tuned E5,0.1713506080321927,5,10.235163081919492,0.0127452073853112,0.0338310135870378,0.0027037417293379,0.0541790864339065,0.0035218146454444,0.0073031951636784,0.0008156846017884,-1.3126051063709645,0.0064605135016993
Fine-Tuned E5,0.1850264901830073,5,10.30095814367412,0.0095576026610474,0.0287214932953355,0.0021159602643469,0.0467427641949113,0.002792103616565,0.0061231643614978,0.0006304857600927,-1.40995446247012,0.0065298063206849
Fine-Tuned E5,0.1997938756249444,5,10.354985365027364,0.007287957012232,0.0246231070484939,0.0016699429677519,0.0406793030813517,0.0022302681889369,0.0051931110090857,0.0004925450191722,-1.5156838161046386,0.0065818441245577
Fine-Tuned E5,0.2157398797207566,5,10.399505032407328,0.0056604051395486,0.0213124563839464,0.0013294886359672,0.035705854418577,0.0017955859216894,0.0044534101504719,0.0003888883244405,-1.630393763267574,0.006620661419933
Fine-Tuned E5,0.2329585707086384,5,10.43631546367403,0.0044791145906633,0.0186184071461707,0.0010677825564922,0.0316008133971993,0.0014572378714574,0.0038597113369385,0.0003102502186373,-1.7547421340910567,0.0066493764250331
Fine-Tuned E5,0.2515515246270452,5,10.466849936948725,0.0036071492479056,0.0164097989148901,0.0008650595211114,0.0281908000370941,0.0011920749261829,0.0033788953005603,0.0002500051868043,-1.8894471019247967,0.0066703842031496
Fine-Tuned E5,0.2716284245293255,5,10.492254508886507,0.0029501381136573,0.0145858349288022,0.0007067603537808,0.0253400167034057,0.0009827563434219,0.0029860891855891,0.0002033955113804,-2.035290767785779,0.0066855187714299
Fine-Tuned E5,0.2933077075230374,5,10.513449317521191,0.0024438688164895,0.0130687254733427,0.0005821375527974,0.0229418037123351,0.0008162858071829,0.0026624866698352,0.0001669839202329,-2.1931232361031188,0.0066961830632332
