fold,condition,margin
1,Base E5,-0.0035953521728515
1,Base E5,-0.011268675327301
1,Base E5,0.0057613253593444
1,Base E5,0.0121666193008422
1,Base E5,0.0038404464721679
1,Base E5,0.0267468094825744
1,Base E5,-0.0120055079460144
1,Base E5,-0.022244393825531
1,Base E5,-0.0143793225288391
1,Base E5,0.0046958923339843
1,Base E5,0.0398562550544738
1,Base E5,-0.0108944773674011
1,Base E5,0.0001193284988403
1,Base E5,0.0186139941215515
1,Base E5,0.0261254906654357
1,Base E5,-0.0007059574127197
1,Base E5,-0.0137268900871276
1,Base E5,0.0286619067192077
1,Base E5,0.019067645072937
1,Base E5,0.0398889780044555
1,Base E5,0.0217119455337524
1,Base E5,0.0122708678245544
1,Base E5,0.0547924637794494
1,Base E5,0.0322340726852417
1,Base E5,0.0106677412986755
